EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057598934748768815,0.00805836821615696,0.00021470809519291006,0.11104090294837951,0.06679709440350531,0.0617721009004116,0.02455815508484841,0.0017188310651481153,0.00827415897756815,0.1926321725278348,0.16836822665654122,0.00244877918869257,0.004078374108150601,0.048937388741374016,0.05031929283857345,0.13033027252197266,0.13286857002973557,0.055308417244553564,0.03161374745905399,0.06076398317337037,0.14107534817278386,0.03897402029275895,0.038188115291148426,0.17257594353675842,0.1684675518131256,0.030449050382375713,0.027832745513916013,0.1067523477447033,0.10498719895482063,0.13651557891488075,-8.695737481117247e-05,-0.0007637400762736798,0.017224609839320185,0.09458588662981987,0.09347458234012128,0.06345969136238098,0.0647898128771782,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04820173833131791,0.008021707810163498,0.0003888190394639966,0.09818287971317767,0.05833525264024734,0.059948910663127894,0.02384090613245965,0.0008616680140048265,0.00790757162153721,0.15965415389835835,0.13062917308568953,0.0015019660690426826,0.0029044977870583536,0.04641794482469559,0.04757318959951401,0.11721432602167128,0.11702651992142202,0.04696636833578348,0.025937228029966352,0.06513629214286805,0.13266920668303966,0.03823735600352288,0.037439125903248785,0.14950452230334282,0.14853552007973192,0.02659535022616386,0.025115820485353466,0.10529363994717597,0.10598149309039115,0.13054149349570274,0.00015904586076736452,-0.0002947515398263931,0.016298091013133526,0.09209910172581671,0.09076483916521073,0.06250886586189269,0.06386011929094791,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04873639000177384,0.00826411442220211,0.00022474076807499008,0.09594551174640654,0.06063813841819763,0.052549896891117095,0.027731661361455925,0.0011133993851393461,0.006617600640058517,0.1688221015816927,0.14818590879946947,0.0024195348572731024,0.0036251191015541557,0.04649228440046311,0.0477572005534172,0.11524040915250777,0.11462390289008619,0.05148206681936979,0.02895615714997053,0.07001074165344238,0.12942742446780206,0.04275820153295994,0.04135406030507758,0.1436347904276848,0.14457617871403694,0.02503734604001045,0.023485686214566228,0.10279942001819611,0.10497711370050908,0.124713345990777,0.0004206311264634133,-0.00013175842270255085,0.017651279153823852,0.09261072187125682,0.0911646427768469,0.06295345134735107,0.06429936365962029,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05050359133958817,0.008180764496326447,0.0003249185574054729,0.09733739274144172,0.06687059854388236,0.054366724961996085,0.031869430282115946,0.0011371358575671911,0.005924432403445244,0.17928983622789385,0.16094591793105006,0.002898737756609917,0.004112520301192999,0.04700845780730248,0.04847303305864334,0.11702703497886657,0.11663249705135824,0.055108295761346814,0.03221036030471325,0.06988749882698059,0.1324236630380154,0.044080781959295275,0.042588838200494646,0.14928078063488007,0.14946356702029703,0.025858424777388568,0.024272777236700054,0.10266447582185267,0.10451406541585923,0.12395065323233603,0.00039317483216524127,-0.00027666032835841183,0.018218086191415787,0.09352280228257179,0.0920104372727871,0.06325264380931854,0.06471665596425533,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05207612852692605,0.007895541129112244,0.0005818616211414347,0.098899163249135,0.0680566483914852,0.05637037201225757,0.03147095579445363,0.0010586556201055645,0.005768377659320831,0.19811219569295646,0.18110872491173446,0.0021415650191903115,0.003452965547591448,0.04784451835691929,0.049504071317911146,0.11971685134887694,0.11981090705990793,0.05672950469657778,0.03421539142757654,0.06899752090454102,0.14047064035236836,0.045016088123321536,0.04351483193531632,0.16088949516415596,0.15829048987507818,0.028090321104526517,0.02654611468672752,0.10401452026247979,0.1052968793618679,0.12435531330168247,0.0002094216048717499,-0.000489609714448452,0.018190875341892242,0.09521570557117462,0.09387163531064988,0.06424724869728088,0.0659954426085949,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0534035302066803,0.007697910341620446,0.0007560290127992635,0.10039156132638453,0.069211038916111,0.05829823614060879,0.03175241732239724,0.0010204784127324819,0.005770045115351677,0.20528120843142272,0.18963475759428924,0.002001862540841103,0.0033100254975259305,0.048590104876756676,0.05039248425006866,0.12220085588932036,0.12266784715652468,0.05726059669286012,0.03514612166047096,0.0680415960597992,0.14512911848425866,0.045601238069534304,0.04413518495708704,0.17175765961050987,0.16606716659605503,0.02946717228055,0.02796200377881527,0.1038066478061676,0.10444557908833027,0.1266486482167244,0.00010953482687473302,-0.0005737843976914882,0.01802857052922249,0.09648881121635436,0.0952821497875452,0.06467318645000458,0.06655643644809722,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0543332960677147,0.007584515907168389,0.0008421833670139312,0.10134316483736037,0.06980769791126251,0.05919806473433971,0.03181506512820721,0.0010068288935348392,0.005844023240804672,0.21079839003682138,0.19595367500320077,0.0019140627810359002,0.003205603278875351,0.049185302101969725,0.05106122398853302,0.12399238654613494,0.12463569501638413,0.057503707140982144,0.035600861480534075,0.06731290349960327,0.14744045262217523,0.0458477638912201,0.04440825056821108,0.1796627497804165,0.1718205917239189,0.030339042705297466,0.02880193507492542,0.1037318265557289,0.10408880920648575,0.12814943701863288,5.318490982055674e-05,-0.0006237281823158263,0.017855994089841842,0.09727365732192991,0.09612124506711961,0.06486382992744445,0.06681277518868446,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05505107890367509,0.007501062165498734,0.0008980417966842659,0.10204487861096857,0.06979156667232514,0.05955680152416229,0.031354439998865134,0.000996575301028788,0.005908977963328362,0.2164904610568285,0.2022005411224812,0.001853886584937573,0.0031380401174724106,0.04968507276892663,0.05161385208249092,0.12543683890819549,0.12621788220107558,0.057525739224553105,0.035801567035913466,0.06660834432601928,0.14925732069134715,0.04589070054292679,0.0444688034184277,0.18678529327869417,0.17711796340823172,0.03103058926939964,0.029457686395049094,0.10380117560207844,0.10400797031402587,0.12917640176057815,2.8825590610504197e-05,-0.0006457038909196853,0.017697275873422624,0.09788616783142089,0.09676131971359253,0.06501159574747085,0.06701839997291564,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05556754714131356,0.007447012251019477,0.0009223379760980605,0.1025420942544937,0.0694945343363285,0.05962705237984657,0.03080035313844682,0.0009910524516925216,0.005944654165506363,0.22123695281207562,0.20730907400794327,0.0018235252931714059,0.003103091035336256,0.05006638733327389,0.0520341731929779,0.12656111055135727,0.1274579592525959,0.05749459342092275,0.03586261813491583,0.066054743309021,0.15061462287664415,0.04585292346000672,0.044437631763368846,0.1922106006240845,0.18119044604361056,0.0314912266755104,0.029894658948779105,0.10390018149912357,0.10403335278511047,0.12983759674549103,1.4433146715164217e-05,-0.0006571171462535859,0.01757380714058876,0.09834264825820922,0.09722820994138719,0.06512402789831162,0.06717337810993194,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05590619071662427,0.007418105360269546,0.0009300576663017271,0.10282442607879638,0.06909460478425025,0.059541581085920336,0.030216620944738398,0.0009800681657344103,0.005946538587212563,0.22467529923558235,0.21106081232413648,0.0018295386207103732,0.0031041170375049115,0.0503674686408043,0.052354003443717954,0.1273775021290779,0.1283647431075573,0.057401471558511254,0.03582749636143446,0.06568467722892761,0.1515238938087225,0.045822379930019384,0.044409064274877307,0.19578574329376222,0.18389196583151815,0.03172739070296288,0.030123819392919537,0.1038836080288887,0.10399753569424153,0.13030255768537521,5.271605253219665e-06,-0.0006595002554357053,0.017464970716238024,0.09865114274799823,0.09753213965773583,0.06519655372142792,0.06728143829405307,0.0
