EyeBlinkLeft,EyeLookDownLeft,EyeLookInLeft,EyeLookOutLeft,EyeLookUpLeft,EyeSquintLeft,EyeWideLeft,EyeBlinkRight,EyeLookDownRight,EyeLookInRight,EyeLookOutRight,EyeLookUpRight,EyeSquintRight,EyeWideRight,JawForward,JawLeft,JawRight,JawOpen,MouthClose,MouthFunnel,MouthPucker,MouthLeft,MouthRight,MouthSmileLeft,MouthSmileRight,MouthFrownLeft,MouthFrownRight,MouthDimpleLeft,MouthDimpleRight,MouthStretchLeft,MouthStretchRight,MouthRollLower,MouthRollUpper,MouthShrugLower,MouthShrugUpper,MouthPressLeft,MouthPressRight,MouthLowerDownLeft,MouthLowerDownRight,MouthUpperUpLeft,MouthUpperUpRight,BrowDownLeft,BrowDownRight,BrowInnerUp,BrowOuterUpLeft,BrowOuterUpRight,CheekPuff,CheekSquintLeft,CheekSquintRight,NoseSneerLeft,NoseSneerRight,TongueOut
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014538865133867512,0.008427344002493545,0.0015028639475184549,0.01932704109126575,0.03224507110671528,0.017335468029405082,0.011366538046369164,0.0022928836074750745,0.0037532736297489675,0.2018174421699498,0.185178883431453,0.004558533635539328,0.005533475163609301,0.008202803607225286,0.008689122493828841,0.02581389145323027,0.030004452410197686,0.025322530794891464,0.020108279891713734,0.04613492144228525,0.05505440961572505,0.01482590256559199,0.014370138039337704,0.0787659283452367,0.06474452247070908,0.017973699320423663,0.01668214734876667,0.01873083462429671,0.017992158629334135,0.08037377198763747,0.0006836897994300884,0.00012478673296539692,0.008453092145977503,0.00727259733999667,0.0073389838061403406,0.003861656067923644,0.0050212645710680836,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010642146476596287,0.008484997965494446,0.0015186897416099678,0.013523273859522983,0.02896407610684503,0.014927271435765305,0.011813022124208717,0.001972615356539534,0.003377898222300909,0.1872919707929327,0.17018436977749085,0.004464285851084593,0.005296639173370531,0.007092499261208799,0.007479683905496537,0.019672852777993095,0.022549846810673957,0.022408364533274966,0.017968951567881655,0.04903205722280455,0.04984167976669885,0.015361266738664928,0.014783842022106438,0.06726382850308123,0.05514777494182968,0.01576484727674623,0.014943190126426666,0.017410285370809842,0.018043456568347212,0.07670999095908115,0.0008645374827663517,0.00038226837572627063,0.008319789225583523,0.006191916731813971,0.006134486823730249,0.003427624003820799,0.004553948339257258,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010024202627626003,0.008493482334792721,0.00154270021003783,0.011907785839083685,0.02959824335243706,0.01377003497325496,0.013173274102387325,0.0019167492473268024,0.0029269107551144137,0.1880387986725536,0.17248162751187976,0.0045811718261358145,0.005363712228241164,0.006920108833365209,0.007346557824121035,0.018103065009713384,0.020638802343978826,0.023063737464178436,0.018561852435353556,0.05046675216775717,0.04921232594314209,0.016513536101484084,0.015798788988467122,0.06480478986777098,0.05323431108605387,0.015242153806462778,0.014555590151998438,0.01683006055522262,0.017949932305787158,0.07458335361852643,0.0009306940307020154,0.00043082583035880577,0.008588738192359547,0.006244925727033961,0.006142161880659742,0.003512785250264192,0.004678871327983546,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010918506143360977,0.008453831937352283,0.001589298279445657,0.012393436595993292,0.03172093711648012,0.013633999758479518,0.014599384138527875,0.0019659571242254628,0.0025539609272750203,0.19533780978780985,0.18182098960149018,0.004717451135934706,0.005500494871228624,0.007216655707428842,0.007741559603790591,0.018861939677794516,0.021539604227359208,0.02497260494415226,0.02015668624218669,0.050899198388228456,0.05105217583711827,0.017692915017004256,0.01687604292421381,0.06755436319863699,0.05554241560040883,0.015652299235154595,0.014952611822159265,0.016690525632454715,0.01777716915703383,0.0737315226392012,0.0009241054909447899,0.00037551939812666975,0.008924246784647627,0.006856147455942116,0.006764753893589498,0.0038288830639821763,0.005071817119172982,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012104231184813517,0.008374700704512619,0.0016618086703856535,0.013502386129308448,0.03369603447289367,0.014238009310093981,0.015564951982625096,0.002014996206489674,0.002342680964089554,0.20315268918755416,0.191191738353077,0.004762365893848943,0.005564824777582502,0.0076464222412490025,0.008273554469486199,0.020354130130423392,0.02331495970542414,0.026600050615335154,0.021590386329458037,0.050715918204093706,0.05376405019206159,0.018534795147078287,0.017676504886101462,0.07259255477852405,0.05949967949816417,0.016428314076968153,0.015692303175462993,0.01676030080976279,0.017576590539812365,0.07383718753477186,0.0008801790871195702,0.00029334451767694977,0.009120118054839433,0.007608003310117817,0.0075639455480216704,0.004171518332725104,0.005500537825307619,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012608584587174872,0.008246893980601352,0.0017764227281931576,0.014125389108887164,0.03425436056097443,0.015671042730551792,0.015575756688512826,0.001962251964906868,0.0023705624995224313,0.20714818027809254,0.19524795086752617,0.004571196175436087,0.005397431999378558,0.007953525672842314,0.00864725670046266,0.021397585791831958,0.024533473108421414,0.026681640274755593,0.02195719064622978,0.050065970948281364,0.05648270631461508,0.018642900605089805,0.01783985481434719,0.07789363248775621,0.06329167984859768,0.017232207351385847,0.01654600945508403,0.017003497760117763,0.01747997584563604,0.07474282837936036,0.0008119769072633142,0.0002304791230560826,0.008981827924103142,0.008195395287102133,0.008223091175117474,0.004401073420813506,0.005816655813172245,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013049687033793616,0.008170294594737313,0.001843226883056011,0.01456199595053326,0.03442005125628656,0.01619046651414908,0.015542469358736273,0.001959261132325776,0.002405484078321053,0.20971659368940768,0.19827968001199878,0.004520940808017206,0.005346321197156654,0.008208891601473279,0.008944632291512778,0.022178455163508543,0.025426802849067613,0.026700343724982062,0.022096603099269797,0.04975913255103857,0.05794554361109558,0.01889430566896708,0.0181101627249669,0.08219165581814465,0.06632133862812475,0.017702777627337647,0.017031321105323065,0.01693511815888395,0.017239169802082163,0.07540026725585867,0.0007869669163329168,0.00021200733792986975,0.00890154336190429,0.008643818309555004,0.008725024683694621,0.004544821300023942,0.006003982529617481,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013377700175167529,0.008129072469542647,0.0018769119400661894,0.014881013736411564,0.0347276335804437,0.016544095866032792,0.015684176111946866,0.001966668165142739,0.002428708740438966,0.21092298875496182,0.19971504706008048,0.00458793597381364,0.005406865637105935,0.008381956963357466,0.009142398558925657,0.022724412989198875,0.026031291800508765,0.026687266484750564,0.02212821347236,0.04947879949105089,0.058514656307288325,0.01898800828969314,0.018222923573162485,0.08536302299981698,0.06859036640384188,0.01794165539313481,0.017268740200039684,0.01682386358353389,0.017031108264143793,0.07585659065456388,0.0007857461463713775,0.00021011106097847956,0.008850664979011982,0.00889503302238013,0.008991940512526721,0.0045716824489372395,0.006045569363086621,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013588627344113396,0.0081004314297348,0.0018974473157411793,0.015052924039948653,0.034693473060344156,0.01665025148702319,0.015549892926803244,0.001968642382745945,0.002441737167578829,0.21272051947150694,0.20162844627817084,0.004605204807923843,0.005425810692312895,0.00851673435461357,0.009291826399265424,0.02310886542450144,0.02646415745444697,0.026641753813505527,0.02210897693461174,0.049265894474973815,0.059047687520507514,0.019020252641295744,0.018264963150840873,0.08765999901255749,0.07028196047082695,0.018132930864113127,0.017457321362152892,0.01687482189173638,0.01705106052838487,0.07602233315772455,0.0007850214406712379,0.0002077901285172416,0.008805465293098032,0.009080364224567067,0.00918442538013605,0.004621645846825457,0.006116243297932884,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01370692725488274,0.008086585183960448,0.0019055718157768606,0.015120139707163893,0.034523672916509394,0.01664088304674869,0.015348636713156972,0.0019655753269671047,0.002436492006823847,0.21399136726578655,0.20302493858723755,0.004631186939598411,0.005451464492278408,0.00862506311340709,0.009406982622707383,0.023371484288968035,0.02676976332282298,0.02656405469853347,0.0220492457089212,0.049129855078769415,0.05942358697294153,0.01903745695500219,0.018286943505112487,0.08905251211882316,0.07131312351232617,0.01823376806717758,0.01756137674379742,0.01688845612787429,0.017049722152740303,0.07615093154700137,0.0007849673602353638,0.0002096079552109633,0.008762775766224662,0.009205023761396274,0.009312263191303386,0.004660352005427882,0.006173248030875057,0.0
